name,sku,collection,product_type,price,product_dimension,shipping_dimension,net_weight,gross_weight,qty_per_carton,color,frame_type,cushion_info,description,tags,image_url,all_image_urls,url
"52"" x 32"" Rectangle Firepit Table Athena Dark",FPRCCH5232ATD,Athena Dark,Patio Furniture,$4016.00,"52""x32""x25""",Top:,60 lbs,81 lbs,1PC/2CTN,DG,Wicker Knock-Down,,"Description 52"" x 32"" Rectangle Firepit Table Athena Dark Dimensions & Weight Product Dimension 52""x32""x25""H Shipping Dimension Top: 51""x2.4""x31"" Base:42""x22""x25"" Net Weight 60 lbs Gross Weight 81 lbs QTY/CTN 1PC/2CTN Specifications Color DG Frame Type Wicker Knock-Down Matching Cover T5232; Table only Warranty Frames: 10 years; California's Proposition 65 Warning For California Residents Additional Documents","Athena Dark, Fire Table, Stocking",https://cdn.shopify.com/s/files/1/0556/0729/6170/products/FPRCCH5232ATD.jpg?v=1741158601,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/FPRCCH5232ATD.jpg?v=1741158601 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/18-070-041.jpg?v=1741158601,https://summersetcasual.com/products/52-x-32-rectangle-firepit-table-athena-dark
"52"" Round Athena Dark Chat Firepit Table (Burner or Ice Bucket NOT Included)",FPCHATD52,Athena Dark,Patio Furniture,$2949.00,"Dia52""x25H""","53""x11""x53""",,,1,DG,Wicker Knock-Down,,"Description 52"" Round Athena Dark Chat Firepit Table (Burner or Ice Bucket Optional) Dimensions & Weight Product Dimension Dia52""x25H"" Shipping Dimension 53""x11""x53"" Net Weight lbs Gross Weight lbs QTY/CTN 1 Specifications Color DG Frame Type Wicker Knock-Down Warranty Frames: 10 years; California's Proposition 65 Warning For California Residents Additional Documents","Athena Dark, Fire Table, Stocking",https://cdn.shopify.com/s/files/1/0556/0729/6170/products/FPCHATD52_1.jpg?v=1741158602,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/FPCHATD52_1.jpg?v=1741158602,https://summersetcasual.com/products/52-round-athena-dark-chat-firepit-table-burner-or-ice-bucket-optional
Aztec Curved Circular Accent Table With Storage,TTCAT,Aztec,Patio Furniture,$966.00,"25.5""x22""x31""",26'',13.2 lbs,17.6 lbs,1,CR,Wicker on Aluminum Frame,,"Description AZTEC CURVED CIRCULAR ACCENT TABLE Dimensions & Weight Product Dimension 25.5""x22""x31"" Shipping Dimension 26'' x28'' x31'' Net Weight 13.2 lbs Gross Weight 17.6 lbs QTY/CTN 1 Specifications Color CR Frame Type Wicker on Aluminum Frame Matching Cover E302; Warranty Frames: 10 years; Wicker: 5 years California's Proposition 65 Warning For California Residents Additional Documents ??","Aztec, Stocking",https://cdn.shopify.com/s/files/1/0556/0729/6170/products/TTCAT.jpg?v=1741158602,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/TTCAT.jpg?v=1741158602 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/TTCAT_1.jpg?v=1741158603 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/WHP_4277.jpg?v=1741158603 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/WHP_4275.jpg?v=1741158603,https://summersetcasual.com/products/aztec-curved-circular-accent-table-with-storage
"21"" Square Accent Table Weave",SQATWV21,,Patio Furniture,$365.00,21.1''x20.9''x20.9'',22'',11 lbs,14.96 lbs,1,MA,Cast Aluminum Knock-Down,,"Description 21"" SQUARE ACCENT TABLE WEAVE Dimensions & Weight Product Dimension 21.1''x20.9''x20.9'' Shipping Dimension 22'' x3'' x22'' Net Weight 11 lbs Gross Weight 14.96 lbs QTY/CTN 1 Specifications Color MA Frame Type Cast Aluminum Knock-Down Matching Cover TA24; Warranty Frames: 10 years California's Proposition 65 Warning For California Residents Additional Documents","Ecom, Stocking, Weave",https://cdn.shopify.com/s/files/1/0556/0729/6170/products/SQATWV21_1.jpg?v=1741158603,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/SQATWV21_1.jpg?v=1741158603 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/SQATWV21_2.jpg?v=1741158604 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/SQATWV21_Top.jpg?v=1741158604 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/SQATWV21_wMeasure.jpg?v=1741158604 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/SQATWV21.jpg?v=1741158604,https://summersetcasual.com/products/21-square-accent-table-weave
"21"" Square Accent Table Signature",SQAT21,,Patio Furniture,$336.00,21.3''x21.1''x21.1'',22'',9.9 lbs,13.2 lbs,1,MA,Cast Aluminum Knock-Down,,"Description 21"" SQUARE ACCENT TABLE SIGNATURE Dimensions & Weight Product Dimension 21.3''x21.1''x21.1'' Shipping Dimension 22'' x3'' x22'' Net Weight 9.9 lbs Gross Weight 13.2 lbs QTY/CTN 1 Specifications Color MA Frame Type Cast Aluminum Knock-Down Matching Cover TA24; Warranty Frames: 10 years California's Proposition 65 Warning For California Residents Additional Documents","Ecom, Signature, Stocking",https://cdn.shopify.com/s/files/1/0556/0729/6170/products/SQAT21.jpg?v=1741158605,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/SQAT21.jpg?v=1741158605 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/SQAT21_wMeasure.jpg?v=1741158605,https://summersetcasual.com/products/21-square-accent-table-signature
"24"" Square Accent Table Designer",SQATDR24,,Patio Furniture,$370.00,21.1''x24''x24'',26'',16.5 lbs,22 lbs,1,MA,Cast Aluminum Knock-Down,,"Description 24"" SQUARE ACCENT TABLE DESIGNER Dimensions & Weight Product Dimension 21.1''x24''x24'' Shipping Dimension 26'' x4'' x26'' Net Weight 16.5 lbs Gross Weight 22 lbs QTY/CTN 1 Specifications Color MA Frame Type Cast Aluminum Knock-Down Matching Cover TA24; Table only Warranty Frames: 10 years California's Proposition 65 Warning For California Residents Additional Documents","Designer, Stocking",https://cdn.shopify.com/s/files/1/0556/0729/6170/products/SQATDR24.jpg?v=1741158605,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/SQATDR24.jpg?v=1741158605,https://summersetcasual.com/products/24-square-accent-table-designer
Aztec Swivel Rocker,AZSR,Aztec,Patio Furniture,$803.00,"38""x24""x25""","35.8""x27.6""x26.4""",44 lbs,53 lbs,2,Chocolate Rosewood,Wicker on Aluminum Frame,Purchase Separately,"Description AZTEC SWIVEL ROCKER Dimensions & Weight Product Dimension 38""x24""x25"" Arm Height 25"" Seat Height 16"" Shipping Dimension 35.8""x27.6""x26.4"" Net Weight 44 lbs Gross Weight 53 lbs QTY/CTN 2 Specifications Color Chocolate Rosewood Frame Type Wicker on Aluminum Frame Cushion Purchase Separately Matching Cover C11; Cover will be bigger. Suggest using table cover. Warranty Frames: 10 years; Cushion 5 years California's Proposition 65 Warning For California Residents Additional Documents","2_pack, Aztec, Dining, Stocking",https://cdn.shopify.com/s/files/1/0556/0729/6170/products/AZSR.jpg?v=1741158606,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/AZSR.jpg?v=1741158606 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/AZBS-Detail-1_580a5cfc-a3bf-4841-8a6d-65675c5a3f45.jpg?v=1741158606 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/AZBS-Detail-2_f4158fc2-ebcb-49f6-b088-d345d7b442ad.jpg?v=1741158606 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/18-070-168_da15ceeb-8f82-4e8c-b259-59d02b94c32c.jpg?v=1741158606 | https://cdn.shopify.com/s/files/1/0556/0729/6170/files/1682954453218_4cf83f3f-788e-4cf6-84a5-630a71c72210.png?v=1741158606 | https://cdn.shopify.com/s/files/1/0556/0729/6170/files/1682954467038_a2b14604-270d-422d-adb1-e3f59c9badbb.png?v=1741158607,https://summersetcasual.com/products/aztec-swivel-rocker
Aztec Sun Bed (Container Order Only),AZSB,Aztec,Patio Furniture,$4835.00,"12""x66.5""x92.5""","94""x13""x67""",99 lbs,132 lbs,1,Chocolate Rosewood,Wicker on Aluminum Frame,Purchase Separately,"Description This product is for Container Direct order only. Please check our Container Direct Order Guidelines for ordering instruction. However, if this product is Not showing ""out of stock"", it means we still have some leftover quantity in our California warehouse. In which case, you can order up to the available quantity shown. In addition, these leftover items are discounted 20% to their regular prices. Dimensions & Weight Product Dimension 12""x66.5""x92.5"" Arm Height Tray: 23"" Seat Height B","Aztec, Chaise",https://cdn.shopify.com/s/files/1/0556/0729/6170/products/AZSB.jpg?v=1741158607,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/AZSB.jpg?v=1741158607,https://summersetcasual.com/products/aztec-sun-bed
"Aztec Square Ottoman 30""",AZSQOT30,Aztec,Patio Furniture,$762.00,"10""x30""x30""","18""x31.5""x31.5""",11.7 lbs,23 lbs,1,Chocolate Rosewood,Wicker on Aluminum Frame,Purchase Separately,"Description Aztec Square Ottoman 30"" Dimensions & Weight Product Dimension 10""x30""x30"" Arm Height 0 Seat Height 10"" Shipping Dimension 18""x31.5""x31.5"" Net Weight 11.7 lbs Gross Weight 23 lbs QTY/CTN 1 Specifications Color Chocolate Rosewood Frame Type Wicker on Aluminum Frame Cushion Purchase Separately Warranty Frames: 10 years; Cushion 5 years California's Proposition 65 Warning For California Residents Additional Documents","Aztec, Deep Seat",https://cdn.shopify.com/s/files/1/0556/0729/6170/products/AZSQOT30.jpg?v=1741158608,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/AZSQOT30.jpg?v=1741158608 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/AZSQOT30_1.jpg?v=1741158608,https://summersetcasual.com/products/aztec-square-ottoman-30
Aztec Square Accent Table,AZSQAT,Aztec,Patio Furniture,$648.00,18.1''x24.4''x24.4'',19'',15.84 lbs,25.3 lbs,1,Chocolate Rosewood,Wicker on Aluminum Frame,,Description Aztec Square Accent Table Dimensions & Weight Product Dimension 18.1''x24.4''x24.4'' Shipping Dimension 19'' x25'' x25'' Net Weight 15.84 lbs Gross Weight 25.3 lbs QTY/CTN 1 Specifications Color Chocolate Rosewood Frame Type Wicker on Aluminum Frame Warranty Wicker: 5 years; Frames: 10 years; California's Proposition 65 Warning For California Residents Additional Documents,"Aztec, Deep Seat",https://cdn.shopify.com/s/files/1/0556/0729/6170/products/AZSQAT.jpg?v=1741158609,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/AZSQAT.jpg?v=1741158609 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/AZSQAT_1_8b39a95e-bc7c-4b21-aaa2-cd468134ecc2.jpg?v=1741158609,https://summersetcasual.com/products/aztec-square-accent-table
Aztec Sectional Deep Seat Right Arm,AZDSRA,Aztec,Patio Furniture,$938.00,30.3''x32.7''x30.1'',34'',52.8 lbs,68.2 lbs,2,Chocolate Rosewood,Wicker on Aluminum Frame,Purchase Separately,"Description Aztec Sectional Deep Seat Right Arm Dimensions & Weight Product Dimension 30.3''x32.7''x30.1'' Arm Height 23"" Seat Height 10"" Shipping Dimension 34'' x31'' x45'' Net Weight 52.8 lbs Gross Weight 68.2 lbs QTY/CTN 2 Specifications Color Chocolate Rosewood Frame Type Wicker on Aluminum Frame Cushion Purchase Separately Matching Cover M407; Modular cover piece only available in Mercury series. Warranty Frames: 10 years; Cushion 5 years California's Proposition 65 Warning For California R","Aztec, Deep Seat, Sectional",https://cdn.shopify.com/s/files/1/0556/0729/6170/products/AZDSRA.jpg?v=1741158610,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/AZDSRA.jpg?v=1741158610,https://summersetcasual.com/products/aztec-sectional-deep-seat-right-arm
Aztec Sectional Deep Seat Left Arm,AZDSLA,Aztec,Patio Furniture,$1073.00,30.3''x32.7''x30.1'',34'',52.8 lbs,68.2 lbs,2,Chocolate Rosewood,Wicker on Aluminum Frame,Purchase Separately,"Description Aztec Sectional Deep Seat Left Arm Dimensions & Weight Product Dimension 30.3''x32.7''x30.1'' Arm Height 23"" Seat Height 10"" Shipping Dimension 34'' x31'' x45'' Net Weight 52.8 lbs Gross Weight 68.2 lbs QTY/CTN 2 Specifications Color Chocolate Rosewood Frame Type Wicker on Aluminum Frame Cushion Purchase Separately Matching Cover M409; Modular cover piece only available in Mercury series. Warranty Frames: 10 years; Cushion 5 years California's Proposition 65 Warning For California Re","Aztec, Deep Seat, Sectional",https://cdn.shopify.com/s/files/1/0556/0729/6170/products/AZDSLA.jpg?v=1741158610,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/AZDSLA.jpg?v=1741158610,https://summersetcasual.com/products/aztec-sectional-deep-seat-left-arm
Aztec Sectional Corner Club Chair,AZSCC,Aztec,Patio Furniture,$1383.00,30.3''x32.7''x32.7'',41'',45.1 lbs,60.5 lbs,1,Chocolate Rosewood,Wicker on Aluminum Frame,Purchase Separately,"Description Aztec Sectional Corner Club Chair Dimensions & Weight Product Dimension 30.3''x32.7''x32.7'' Arm Height Seat Height 10"" Shipping Dimension 41'' x36'' x36'' Net Weight 45.1 lbs Gross Weight 60.5 lbs QTY/CTN 1 Specifications Color Chocolate Rosewood Frame Type Wicker on Aluminum Frame Cushion Purchase Separately Matching Cover M404; Modular cover piece only available in Mercury series. Warranty Frames: 10 years; Cushion 5 years California's Proposition 65 Warning For California Residen","Aztec, Deep Seat, Sectional",https://cdn.shopify.com/s/files/1/0556/0729/6170/products/AZSCC.jpg?v=1741158611,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/AZSCC.jpg?v=1741158611,https://summersetcasual.com/products/aztec-sectional-corner-club-chair
Aztec Sectional Armless Club Chair,AZSAC,Aztec,Patio Furniture,$929.00,30.3''x32.7''x24'',31'',22 lbs,33 lbs,1,Chocolate Rosewood,Wicker on Aluminum Frame,Purchase Separately,"Description Aztec Sectional Armless Club Chair Dimensions & Weight Product Dimension 30.3''x32.7''x24'' Arm Height Seat Height 10"" Shipping Dimension 31'' x25'' x36'' Net Weight 22 lbs Gross Weight 33 lbs QTY/CTN 1 Specifications Color Chocolate Rosewood Frame Type Wicker on Aluminum Frame Cushion Purchase Separately Matching Cover M402; Modular cover piece only available in Mercury series. Warranty Frames: 10 years; Cushion 5 years California's Proposition 65 Warning For California Residents Ad","2_pack, Aztec, Deep Seat, Sectional",https://cdn.shopify.com/s/files/1/0556/0729/6170/products/AZSAC.jpg?v=1741158612,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/AZSAC.jpg?v=1741158612,https://summersetcasual.com/products/aztec-sectional-armless-club-chair
"Aztec Round Ottoman 44""",AZROT44,Aztec,Patio Furniture,$829.00,"10""x44""x44""","13.5""x45""x45""",18.5 lbs,38 lbs,1,Chocolate Rosewood,Wicker on Aluminum Frame,Purchase Separately,"Description Aztec Round Ottoman 44"" Dimensions & Weight Product Dimension 10""x44""x44"" Arm Height 0 Seat Height 10"" Shipping Dimension 13.5""x45""x45"" Net Weight 18.5 lbs Gross Weight 38 lbs QTY/CTN 1 Specifications Color Chocolate Rosewood Frame Type Wicker on Aluminum Frame Cushion Purchase Separately Warranty Frames: 10 years; Cushion 5 years California's Proposition 65 Warning For California Residents Additional Documents","Aztec, Deep Seat",https://cdn.shopify.com/s/files/1/0556/0729/6170/products/18-070-219.jpg?v=1741158612,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/18-070-219.jpg?v=1741158612 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/6AZTECCIRCULAR.jpg?v=1741158613 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/18-070-095_28545a1d-d038-48b2-ab09-692bc6d21553.jpg?v=1741158613,https://summersetcasual.com/products/aztec-round-ottoman-44
Aztec Dining Chair,AZDC,Aztec,Patio Furniture,$658.00,"38""x24""x25""","36.2""x26""x44""",61.6 lbs,75.9 lbs,4,Chocolate Rosewood,Wicker on Aluminum Frame,Purchase Separately,"Description AZTEC DINING CHAIR Dimensions & Weight Product Dimension 38""x24""x25"" Arm Height 26"" Seat Height 17"" Shipping Dimension 36.2""x26""x44"" Net Weight 61.6 lbs Gross Weight 75.9 lbs QTY/CTN 4 Specifications Color Chocolate Rosewood Frame Type Wicker on Aluminum Frame Cushion Purchase Separately Matching Cover C11; 4 chairs stacked up; or use table cover. Warranty Frames: 10 years; Cushion 5 years California's Proposition 65 Warning For California Residents Additional Documents","Aztec, Dining, Stocking",https://cdn.shopify.com/s/files/1/0556/0729/6170/products/AZDC.jpg?v=1741158613,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/AZDC.jpg?v=1741158613 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/AZBS-Detail-1_4bc3d714-3053-418f-8bf8-38e2e2b41411.jpg?v=1741158613 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/AZBS-Detail-2_fea10162-3d62-4922-9dbc-3a3c4a28f2c8.jpg?v=1741158614,https://summersetcasual.com/products/aztec-dining-chair
Aztec Deep Seat Sofa,AZDSS,Aztec,Patio Furniture,$2306.00,30.3''x32.7''x85'',34'',110 lbs,136.4 lbs,2,Chocolate Rosewood,Wicker on Aluminum Frame,Purchase Separately,"Description Aztec Deep Seat Sofa Dimensions & Weight Product Dimension 30.3''x32.7''x85'' Arm Height 23"" Seat Height 10"" Shipping Dimension 34'' x45'' x93'' Net Weight 110 lbs Gross Weight 136.4 lbs QTY/CTN 2 Specifications Color Chocolate Rosewood Frame Type Wicker on Aluminum Frame Cushion Purchase Separately Matching Cover C23W; Warranty Frames: 10 years; Cushion 5 years California's Proposition 65 Warning For California Residents Additional Documents","2_pack, Aztec, Deep Seat",https://cdn.shopify.com/s/files/1/0556/0729/6170/products/AZDSS.jpg?v=1741158614,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/AZDSS.jpg?v=1741158614,https://summersetcasual.com/products/aztec-deep-seat-sofa
Aztec Deep Loveseat,AZDSLS,Aztec,Patio Furniture,$1716.00,30.3''x32.7''x62.2'',34'',88 lbs,110 lbs,2,Chocolate Rosewood,Wicker on Aluminum Frame,Purchase Separately,"Description Aztec Deep Loveseat Dimensions & Weight Product Dimension 30.3''x32.7''x62.2'' Arm Height 23"" Seat Height 10"" Shipping Dimension 34'' x45'' x68'' Net Weight 88 lbs Gross Weight 110 lbs QTY/CTN 2 Specifications Color Chocolate Rosewood Frame Type Wicker on Aluminum Frame Cushion Purchase Separately Matching Cover C22W; Warranty Frames: 10 years; Cushion 5 years California's Proposition 65 Warning For California Residents Additional Documents","2_pack, Aztec, Deep Seat",https://cdn.shopify.com/s/files/1/0556/0729/6170/products/AZDSLS.jpg?v=1741158615,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/AZDSLS.jpg?v=1741158615 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/AZDSLS1.jpg?v=1741158615,https://summersetcasual.com/products/aztec-deep-loveseat
Aztec Counter Barstool,AZCB,Aztec,Patio Furniture,$818.00,"47""x24.5x25""","41""x33.5""x26.4""",48.4 lbs,60.5 lbs,2,Chocolate Rosewood,Wicker on Aluminum Frame,Purchase Separately,"Description AZTEC COUNTER BARSTOOL Dimensions & Weight Product Dimension 47""x24.5x25"" Arm Height 34"" Seat Height 25"" Shipping Dimension 41""x33.5""x26.4"" Net Weight 48.4 lbs Gross Weight 60.5 lbs QTY/CTN 2 Specifications Color Chocolate Rosewood Frame Type Wicker on Aluminum Frame Cushion Purchase Separately Matching Cover C11; Warranty Frames: 10 years; Cushion 5 years California's Proposition 65 Warning For California Residents Additional Documents","2_pack, Aztec, Bar, Stocking",https://cdn.shopify.com/s/files/1/0556/0729/6170/products/AZBS_64531c05-78c5-49f2-9409-fd857ba1c9f2.jpg?v=1741158616,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/AZBS_64531c05-78c5-49f2-9409-fd857ba1c9f2.jpg?v=1741158616 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/AZBS-Detail-2.jpg?v=1741158616 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/AZBS-Detail-3.jpg?v=1741158616 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/AZBS-Detail-1.jpg?v=1741158616,https://summersetcasual.com/products/aztec-counter-barstool
