id,sku,name,slug,collection,short_description,description,dimensions,specs,price,msrp,sale_price,category_id,is_active,available_online,created_at,updated_at
4150,6142R-DC,Right Arm Loveseat,right-arm-loveseat-revive-modular-homecrest,Modular,Right Arm Loveseat — Homecrest Revive Modular collection.,"Right Arm Loveseat — Homecrest Revive Modular collection.

<p>Homecrest's Revive collection celebrates mid-century modern design and the artists who shaped a generation. Featuring our signature DreamCore cushion technology, Revive offers supreme comfort and a striking design aesthetic, plus all of the industry-leading quality specifications that are built into every piece of Homecrest furniture. Sit back, relax, and enjoy the sunshine knowing that this gorgeous furniture that celebrates a dynamic era will be enjoyed by generations to come. Note: This is not a standalone piece.</p>",,"{'Depth': '34""', 'Width': '52""', 'Height': '35""', 'Weight': '0 lbs', 'Material': 'Aluminum', 'Arm Height': '25""', 'Seat Height': '18""'}",,,,43,True,True,2026-06-01 06:37:03.460274+00:00,2026-06-08 21:38:24.331000+00:00
3966,10AR432R,Right Arm Sofa,right-arm-sofa-blair-air-homecrest,Blair Air,Right Arm Sofa — Homecrest Blair Air collection.,"Right Arm Sofa — Homecrest Blair Air collection.

<p>The Blair air collection features the look and feel of a deep seating piece in a foam-free, cushionless construction. Luxurious Sensation sling fabric is used for the ultimate in low-maintenance comfort and also features benefits such as exceptional shape retention and surface memory. Blair air offers a versatile, stylish, and durable solution for your outdoor seating needs and coordinates with all Blair cushion sling pieces. Like Blair before it, Blair air’s light and fresh visual style lends itself to a wide variety of design aesthetics. But, because of its seating design, it performs especially well in climates with even the most intense rainfall.</p>","83"" W x 33"" D x 36"" H",{'Material': 'Aluminum'},,,,43,True,True,2026-06-01 06:36:35.876724+00:00,2026-06-08 21:38:23.547000+00:00
3978,8443R-DC,Right Arm Sofa,right-arm-sofa-blair-cushion-homecrest,Blair Cushion,Right Arm Sofa — Homecrest Blair Cushion collection.,"Right Arm Sofa — Homecrest Blair Cushion collection.

<p>Elevate your outdoor seating experience with our Blair collection. Blair redefines relaxation with its plush cushions and sleek metal back design features. The 8” cushions featuring DreamCore technology mean you can sink into a soft seat, enveloped in comfort. Crafted with precision and durability in mind, Blair's all-aluminum frame ensures longevity and stability for years to come. Designed for versatility, Blair offers a variety of modular pieces that allow for unlimited configurations, creating arrangements tailored to your unique needs. Note: This is not a standalone piece.</p>",,"{'Depth': '33""', 'Width': '75""', 'Height': '35""', 'Weight': '0 lbs', 'Material': 'Aluminum', 'Arm Height': '24""', 'Seat Height': '18""'}",,,,43,True,True,2026-06-01 06:36:37.731287+00:00,2026-06-08 21:38:23.592000+00:00
3991,8543R-DC,Right Arm Sofa,right-arm-sofa-blair-slip-cover-homecrest,Cover,Right Arm Sofa — Homecrest Blair Slip Cover collection.,"Right Arm Sofa — Homecrest Blair Slip Cover collection.

<p>Create the ultimate retreat with the refreshing style of our Blair collection. This deep seating series combines sophistication and comfort with fully upholstered backs and supremely comfortable DreamCore cushion technology. Outdoor elegance is effortless with this robust collection of modular and freestanding pieces, perfect for creating versatile seating arrangements. Whether you are selecting furniture for a home patio or a lively commercial space, Blair's pieces can be configured into anything from cozy conversation sets to plush, sprawling sectionals. Best of all, each frame, cover, and cushion is crafted by our skilled team in the USA. Note: This is not a standalone piece.</p>",,"{'Depth': '33""', 'Width': '75""', 'Height': '35""', 'Weight': '0 lbs', 'Material': 'Aluminum', 'Arm Height': '24""', 'Seat Height': '18""'}",,,,43,True,True,2026-06-01 06:36:39.773347+00:00,2026-06-08 21:38:23.637000+00:00
4028,51AR432R,Right Arm Sofa,right-arm-sofa-elements-air-homecrest,Air,Right Arm Sofa — Homecrest Elements Air collection.,"Right Arm Sofa — Homecrest Elements Air collection.

<p>The Elements air collection features the appearance and comfort of deep seating in a foam-free, cushionless construction. Luxurious Sensation sling fabric is used for the ultimate in low-maintenance comfort and also features benefits such as exceptional shape retention and surface memory. Homecrest's double layer sling design is extremely comfortable and field replaceable. Elements offers a versatile, stylish, and low-maintenance solution for your outdoor seating needs. Elements air is the perfect collection for climates that experience high levels of rainfall. And, it achieves this practicality without sacrificing style: Elements air is a beautiful seating style that can make an outdoor space feel special. The comfortable double layer sling seating also secures Elements air as a prime option for environments where relaxation is the ultimate goal, such as lake cabin, poolside, fireside, or general lounge areas.</p>","82"" W x 33"" D x 36"" H",{'Material': 'Sling | Aluminum'},,,,43,True,True,2026-06-01 06:36:45.502349+00:00,2026-06-08 21:38:23.791000+00:00
4045,5143R-DC,Right Arm Sofa,right-arm-sofa-elements-modular-homecrest,Modular,Right Arm Sofa — Homecrest Elements Modular collection.,"Right Arm Sofa — Homecrest Elements Modular collection.

<p>Elements modular takes the seating experience of our Elements cushion collection and pushes its visual appeal and design possibilities to the next level. Like all our modular seating styles, Elements modular (which its ultra-comfortable DreamCore™ cushion technology) can be arranged in nearly endless configurations. With this collection, aesthetic, function, and spatial design are fully in the hands of the homeowner or designer. This means Elements modular is sure to make an attractive addition to any outdoor space. Note: This is not a standalone piece. Note: This is not a standalone piece.</p>",,"{'Depth': '33""', 'Width': '75.5""', 'Height': '35""', 'Weight': '0 lbs', 'Material': 'Aluminum', 'Arm Height': '23.5""', 'Seat Height': '18""'}",,,,43,True,True,2026-06-01 06:36:48.605304+00:00,2026-06-08 21:38:23.859000+00:00
4140,61AR43R,Right Arm Sofa,right-arm-sofa-revive-air-homecrest,Air,Right Arm Sofa — Homecrest Revive Air collection.,"Right Arm Sofa — Homecrest Revive Air collection.

<p>The mid-century was a great time for furniture design, with many styles setting the standard for which all subsequent designs are measured against. Decades later, Homecrest is helping the iconic “mid-century modern” style experience a renaissance with the benefits of modern technology. Enter: the Revive air collection. This collection uses our unique Sensation sling material—which offers incredible stretch, memory, and UV resistance—to provide the look and feel of a classic cushion, but with none of the restricting maintenance. The Revive air collection is a refreshing style on the eyes, offering a high-quality visual design that hasn’t been seen for many years. This gives the collection potential for homeowners with a refined sense of styles, as well as for designers of corporate environments where innovation and creativity are valued.</p>","82.5"" W x 33"" D x 35"" H",{'Material': 'Sensation Sling | Aluminum'},,,,43,True,True,2026-06-01 06:37:01.857618+00:00,2026-06-08 21:38:24.300000+00:00
4153,6143R-DC,Right Arm Sofa,right-arm-sofa-revive-modular-homecrest,Modular,Right Arm Sofa — Homecrest Revive Modular collection.,"Right Arm Sofa — Homecrest Revive Modular collection.

<p>Homecrest's Revive collection celebrates mid-century modern design and the artists who shaped a generation. Featuring our signature DreamCore cushion technology, Revive offers supreme comfort and a striking design aesthetic, plus all of the industry-leading quality specifications that are built into every piece of Homecrest furniture. Sit back, relax, and enjoy the sunshine knowing that this gorgeous furniture that celebrates a dynamic era will be enjoyed by generations to come. Note: This is not a standalone piece.</p>",,"{'Depth': '34""', 'Width': '76""', 'Height': '35""', 'Weight': '0 lbs', 'Material': 'Aluminum', 'Arm Height': '25""', 'Seat Height': '18""'}",,,,43,True,True,2026-06-01 06:37:03.954031+00:00,2026-06-08 21:38:24.341000+00:00
4178,8339R,Right Table Chat Chair,right-table-chat-chair-urban-cushion-homecrest,Cushion,Right Table Chat Chair — Homecrest Urban Cushion collection.,"Right Table Chat Chair — Homecrest Urban Cushion collection.

<p>Featuring a modular design and clean, soft lines, Homecrest’s Urban collection has a contemporary appeal that is equally suited for backyards, apartment amenity decks, and everything in between. This collection is crafted with powder-coated aluminum, a built-in side table on end units, and High Resilient, furniture-grade foam cushions. Add a taste of the city to any outdoor space with Urban.</p>",,{'Notes': 'Canvas Coal (Sunbrella) | Storm Finish'},,,,43,True,True,2026-06-01 06:37:07.507481+00:00,2026-06-08 21:38:23.649000+00:00
4181,8342R,Right Table Loveseat,right-table-loveseat-urban-cushion-homecrest,Cushion,Right Table Loveseat — Homecrest Urban Cushion collection.,"Right Table Loveseat — Homecrest Urban Cushion collection.

<p>Featuring a modular design and clean, soft lines, Homecrest’s Urban collection has a contemporary appeal that is equally suited for backyards, apartment amenity decks, and everything in between. This collection is crafted with powder-coated aluminum, a built-in side table on end units, and High Resilient, furniture-grade foam cushions. Add a taste of the city to any outdoor space with Urban.</p>",,{'Notes': 'Canvas Coal (Sunbrella) | Storm Finish'},,,,43,True,True,2026-06-01 06:37:07.929299+00:00,2026-06-08 21:38:24.409000+00:00
3924,11430,Sofa,sofa-allure-homecrest,Allure,Sofa — Homecrest Allure collection.,"Sofa — Homecrest Allure collection.

<p>The clean lines of the Allure collection, met with the strength and durability of powder-coated aluminum, provide premium comfort. Allure features a field-replaceable double layer sling with no welting and carries an unprecedented sling warranty. The quick-drying dining, balcony, and bar units are available with or without arms. This collection is well suited for homeowners with a discerning eye for design, as well as poolside, rooftop, café and bar environments, and more.</p>","78"" W x 24.5"" D x 31"" H",{'Material': 'Sling | Aluminum'},,,,43,True,True,2026-06-01 06:36:28.994801+00:00,2026-06-08 21:38:23.397000+00:00
3941,7243A-DC,Sofa,sofa-anthem-cushion-homecrest,Cushion,Sofa — Homecrest Anthem Cushion collection.,"Sofa — Homecrest Anthem Cushion collection.

<p>Homecrest's Anthem cushion collection showcases bent aluminum extrusions and minimal welded joints, offering both aesthetic appeal and robust durability. The design features gentle curves and cushions with DreamCore technology, reflecting Homecrest's heritage of metal bending and uniquely comfortable seating. Anthem exemplifies the American-made craftsmanship for which our company is renowned.</p>",,"{'Depth': '32""', 'Width': '76.5""', 'Height': '35""', 'Weight': '0 lbs', 'Material': 'Aluminum', 'Arm Height': '23""', 'Seat Height': '18""'}",,,,43,True,True,2026-06-01 06:36:31.887433+00:00,2026-06-08 21:38:23.460000+00:00
3944,2H43A-DC,Sofa,sofa-ava-cushion-homecrest,Cushion,Sofa — Homecrest Ava Cushion collection.,"Sofa — Homecrest Ava Cushion collection.

<p>Our Ava collection seamlessly blends modern sophistication with the beauty of nature. Ava’s architectural A-frame profile boasts a rustic charm while offering the unmatched durability of HDPE. Visually resembling natural wood, this sturdy HDPE frame will stand the test of time against the elements without compromising on style. Sumptuous cushions featuring DreamCore technology beckon you to unwind in your outdoor sanctuary.</p>",,"{'Depth': '34""', 'Width': '76.25""', 'Height': '35""', 'Weight': '0 lbs', 'Material': 'HDPE', 'Arm Height': '23.5""', 'Seat Height': '18""'}",,,,43,True,True,2026-06-01 06:36:32.403407+00:00,2026-06-08 21:38:23.469000+00:00
